participant,syllables,lexicality,rt,acc,
P3,3.0,1.0,0.598,1.0,
P3,4.0,1.0,0.7006,1.0,
P3,4.0,1.0,0.5987,1.0,
P3,4.0,1.0,0.3977,1.0,
P3,3.0,1.0,0.3964,1.0,
P3,4.0,2.0,0.7073,1.0,
P3,4.0,2.0,0.4759,1.0,
P3,3.0,1.0,0.3979,1.0,
P3,3.0,2.0,0.4996,1.0,
P3,3.0,2.0,0.814,1.0,
P3,4.0,1.0,0.5224,1.0,
P3,4.0,1.0,0.5978,1.0,
P3,4.0,1.0,0.4667,1.0,
P3,4.0,1.0,0.4141,1.0,
P3,3.0,2.0,0.4484,1.0,
P3,4.0,2.0,0.4304,1.0,
P3,3.0,2.0,0.4834,1.0,
P3,3.0,2.0,0.4101,1.0,
P3,3.0,2.0,0.4104,1.0,
P3,3.0,1.0,0.4323,1.0,
P3,4.0,1.0,0.4943,1.0,
P3,4.0,1.0,0.4407,1.0,
P3,3.0,2.0,0.5114,1.0,
P3,4.0,1.0,0.5,1.0,
P3,4.0,1.0,0.617,1.0,
P3,4.0,2.0,0.5014,1.0,
P3,4.0,2.0,0.4802,1.0,
P3,4.0,2.0,0.6925,1.0,
P3,3.0,2.0,0.4255,1.0,
P3,3.0,1.0,0.4481,1.0,
P3,3.0,1.0,0.4451,1.0,
P3,3.0,2.0,0.3785,1.0,
P3,4.0,1.0,0.3639,1.0,
P3,3.0,1.0,0.4946,1.0,
P3,3.0,1.0,0.4144,1.0,
P3,4.0,2.0,0.4967,1.0,
P3,4.0,2.0,0.4153,1.0,
P3,4.0,1.0,0.3828,1.0,
P3,3.0,1.0,0.3973,1.0,
P3,4.0,1.0,0.4478,1.0,
P3,3.0,2.0,0.375,1.0,
P3,4.0,2.0,0.4631,1.0,
P3,3.0,1.0,0.3994,1.0,
P3,4.0,2.0,0.6626,1.0,
P3,4.0,1.0,0.4093,0.0,
P3,4.0,1.0,0.717,1.0,
P3,3.0,1.0,0.5302,1.0,
P3,4.0,2.0,0.4827,1.0,
P3,4.0,2.0,0.5837,1.0,
P3,4.0,1.0,0.3839,1.0,
P3,4.0,2.0,0.427,1.0,
P3,4.0,2.0,0.448,1.0,
P3,3.0,2.0,0.5248,1.0,
P3,3.0,1.0,0.6388,1.0,
P3,4.0,2.0,0.498,1.0,
P3,3.0,1.0,0.4296,1.0,
P3,3.0,2.0,0.4247,1.0,
P3,3.0,1.0,0.3935,1.0,
P3,4.0,1.0,0.4159,1.0,
P3,3.0,1.0,0.4214,1.0,
P3,4.0,2.0,0.5497,1.0,
P3,3.0,2.0,0.4456,1.0,
P3,3.0,1.0,0.4467,1.0,
P3,4.0,1.0,0.3636,1.0,
P3,4.0,1.0,0.3808,1.0,
P3,4.0,2.0,0.4478,1.0,
P3,3.0,1.0,0.392,1.0,
P3,4.0,1.0,0.3596,0.0,
P3,3.0,2.0,0.6532,1.0,
P3,4.0,1.0,0.3968,1.0,
P3,4.0,2.0,0.3959,1.0,
P3,3.0,1.0,0.5103,1.0,
P3,3.0,1.0,0.389,1.0,
P3,3.0,1.0,0.4601,1.0,
P3,3.0,1.0,0.3779,1.0,
P3,4.0,1.0,0.6035,1.0,
P3,3.0,2.0,0.4808,1.0,
P3,4.0,1.0,0.3707,1.0,
P3,3.0,2.0,0.4987,1.0,
P3,3.0,1.0,0.3806,1.0,
P3,3.0,2.0,0.465,1.0,
P3,4.0,2.0,0.5754,1.0,
P3,3.0,1.0,0.3492,1.0,
P3,4.0,2.0,0.4962,1.0,
P3,4.0,2.0,0.3907,1.0,
P3,3.0,2.0,0.5411,1.0,
P3,3.0,1.0,0.3945,0.0,
P3,4.0,1.0,0.4144,1.0,
P3,3.0,1.0,0.4488,1.0,
P3,4.0,2.0,0.5518,1.0,
P3,3.0,1.0,0.5165,1.0,
P3,3.0,1.0,0.3504,1.0,
P3,3.0,2.0,0.4925,1.0,
P3,4.0,1.0,0.4424,1.0,
P3,3.0,1.0,0.395,1.0,
P3,3.0,2.0,0.5632,1.0,
P3,3.0,2.0,0.5321,1.0,
P3,3.0,2.0,0.4665,1.0,
P3,4.0,1.0,0.4387,1.0,
P3,4.0,1.0,0.4977,1.0,
P3,4.0,1.0,0.4487,1.0,
P3,3.0,2.0,0.517,1.0,
P3,4.0,2.0,0.5305,1.0,
P3,4.0,2.0,0.6808,1.0,
P3,4.0,1.0,0.4451,0.0,
P3,3.0,2.0,0.4754,1.0,
P3,3.0,2.0,0.6088,1.0,
P3,4.0,1.0,0.4477,1.0,
P3,4.0,1.0,0.4108,1.0,
P3,4.0,1.0,0.4017,1.0,
P3,3.0,1.0,0.457,0.0,
P3,4.0,1.0,0.4634,1.0,
P3,3.0,1.0,0.3657,1.0,
P3,4.0,1.0,0.3983,1.0,
P3,4.0,1.0,0.3623,1.0,
P3,4.0,2.0,0.525,1.0,
P3,4.0,2.0,0.5108,1.0,
P3,3.0,1.0,0.3617,1.0,
P4,3.0,2.0,0.6827,1.0,
P4,4.0,1.0,0.6469,0.0,
P4,4.0,1.0,0.8139,1.0,
P4,4.0,2.0,0.885,0.0,
P4,3.0,2.0,0.7494,0.0,
P4,4.0,2.0,0.6352,0.0,
P4,4.0,2.0,0.6846,0.0,
P4,4.0,1.0,0.5542,0.0,
P4,4.0,1.0,0.5836,0.0,
P4,3.0,1.0,0.5985,0.0,
P4,4.0,2.0,0.6313,0.0,
P4,3.0,1.0,0.7122,0.0,
P4,3.0,2.0,0.8678,1.0,
P4,4.0,1.0,0.772,0.0,
P4,3.0,2.0,0.7506,0.0,
P4,4.0,1.0,0.5822,0.0,
P4,3.0,2.0,0.7995,1.0,
P4,4.0,2.0,0.8816,0.0,
P4,4.0,2.0,0.6311,1.0,
P4,4.0,2.0,0.616,0.0,
P4,3.0,2.0,0.7145,1.0,
P4,4.0,1.0,0.7145,0.0,
P4,4.0,2.0,0.9139,1.0,
P4,3.0,1.0,0.6644,0.0,
P4,4.0,1.0,0.6152,0.0,
P4,4.0,2.0,0.5559,0.0,
P4,3.0,1.0,0.5326,0.0,
P4,3.0,1.0,0.5642,0.0,
P4,3.0,1.0,0.9846,0.0,
P4,4.0,2.0,0.698,0.0,
P4,4.0,1.0,0.7398,0.0,
P4,3.0,1.0,0.7147,0.0,
P4,3.0,1.0,0.6165,0.0,
P4,3.0,1.0,0.5812,0.0,
P4,3.0,1.0,0.6156,0.0,
P4,3.0,1.0,0.6335,0.0,
P4,4.0,1.0,0.5837,1.0,
P4,4.0,1.0,0.5845,0.0,
P4,3.0,1.0,0.6132,0.0,
P4,4.0,1.0,0.4674,0.0,
P4,4.0,1.0,0.9333,0.0,
P4,4.0,2.0,0.5872,0.0,
P4,3.0,1.0,0.715,0.0,
P4,4.0,1.0,0.7806,0.0,
P4,3.0,1.0,0.5519,0.0,
P4,4.0,1.0,0.5321,0.0,
P4,3.0,2.0,0.5467,0.0,
P4,3.0,2.0,0.5974,0.0,
P4,4.0,1.0,0.8211,1.0,
P4,4.0,2.0,0.6398,1.0,
P4,3.0,2.0,0.637,1.0,
P4,4.0,1.0,0.5894,0.0,
P4,4.0,2.0,0.5855,0.0,
P4,4.0,1.0,0.663,0.0,
P4,3.0,2.0,0.7029,1.0,
P4,3.0,1.0,0.6024,0.0,
P4,3.0,1.0,0.506,0.0,
P4,3.0,1.0,0.5491,0.0,
P4,4.0,1.0,0.5169,0.0,
P4,4.0,1.0,0.6071,0.0,
P4,3.0,2.0,0.6323,1.0,
P4,4.0,2.0,0.4648,0.0,
P4,3.0,1.0,0.5516,0.0,
P4,3.0,1.0,0.6504,0.0,
P4,4.0,2.0,0.5941,0.0,
P4,4.0,1.0,0.5734,0.0,
P4,4.0,2.0,0.5604,0.0,
P4,3.0,2.0,0.7314,1.0,
P4,4.0,1.0,0.5367,0.0,
P4,4.0,2.0,0.5313,0.0,
P4,3.0,1.0,0.6478,0.0,
P4,3.0,2.0,0.8476,0.0,
P4,3.0,2.0,0.716,0.0,
P4,4.0,2.0,0.8326,0.0,
P4,3.0,2.0,0.6148,1.0,
P4,4.0,2.0,0.6001,0.0,
P4,4.0,1.0,0.9331,0.0,
P4,3.0,2.0,0.6837,0.0,
P4,4.0,1.0,0.6328,0.0,
P4,3.0,2.0,0.6195,0.0,
P4,4.0,2.0,0.8129,0.0,
P4,3.0,1.0,0.5486,0.0,
P4,4.0,2.0,0.5202,0.0,
P4,4.0,1.0,0.6497,0.0,
P4,4.0,2.0,0.5575,0.0,
P4,3.0,1.0,0.6309,0.0,
P4,3.0,1.0,0.4821,0.0,
P4,3.0,2.0,0.5327,0.0,
P4,4.0,1.0,0.7284,0.0,
P4,4.0,2.0,0.8802,1.0,
P4,4.0,2.0,0.4638,0.0,
P4,3.0,2.0,0.5999,0.0,
P4,3.0,1.0,0.549,0.0,
P4,3.0,2.0,0.5219,0.0,
P4,3.0,1.0,0.5703,0.0,
P4,3.0,1.0,0.5655,0.0,
P4,3.0,2.0,0.5806,0.0,
P4,3.0,1.0,0.5169,0.0,
P4,3.0,2.0,0.7168,1.0,
P4,4.0,2.0,0.9896,0.0,
P4,4.0,2.0,0.6311,0.0,
P4,3.0,2.0,0.8338,1.0,
P4,4.0,1.0,0.7471,0.0,
P4,3.0,2.0,0.7815,0.0,
P4,4.0,1.0,0.9029,0.0,
P4,4.0,2.0,0.5829,0.0,
P4,3.0,1.0,0.632,0.0,
P4,4.0,2.0,0.4954,0.0,
P4,3.0,1.0,0.3806,0.0,
P4,4.0,1.0,0.4709,0.0,
P4,4.0,1.0,0.5145,1.0,
P4,4.0,2.0,0.7215,0.0,
P4,3.0,2.0,0.6481,1.0,
P4,3.0,2.0,0.7398,0.0,
P4,3.0,2.0,0.7315,0.0,
P4,4.0,2.0,0.8352,0.0,
P4,3.0,2.0,0.5657,0.0,
P4,3.0,2.0,0.4703,0.0,
P4,3.0,1.0,0.4651,0.0,
P4,4.0,1.0,0.5837,0.0,
P4,3.0,2.0,0.6826,0.0,
P4,3.0,2.0,0.6387,0.0,
P4,3.0,2.0,0.4493,0.0,
P4,4.0,1.0,0.4865,0.0,
P4,4.0,1.0,0.6241,0.0,
P4,4.0,2.0,0.6968,1.0,
P4,3.0,2.0,0.6329,0.0,
P4,4.0,2.0,0.5826,1.0,
P4,3.0,1.0,0.5678,0.0,
P4,4.0,1.0,0.5657,1.0,
P4,3.0,2.0,0.5772,0.0,
P4,4.0,2.0,0.5834,0.0,
P4,4.0,2.0,0.5152,0.0,
P4,3.0,1.0,0.5039,0.0,
P4,4.0,1.0,0.6492,0.0,
P4,4.0,1.0,0.5997,0.0,
P4,4.0,1.0,0.5914,0.0,
P4,3.0,1.0,0.6229,0.0,
P4,3.0,2.0,0.6008,0.0,
P4,4.0,2.0,0.4823,0.0,
P4,3.0,2.0,0.4849,0.0,
P4,3.0,1.0,0.4886,1.0,
P4,3.0,1.0,0.5411,0.0,
P4,4.0,2.0,0.4823,0.0,
P4,3.0,2.0,0.8313,0.0,
P4,3.0,1.0,0.6365,0.0,
P4,3.0,1.0,0.7154,0.0,
P4,3.0,1.0,0.6468,0.0,
P4,3.0,1.0,0.6997,0.0,
P4,3.0,2.0,0.5474,0.0,
P4,4.0,1.0,0.8136,0.0,
P4,4.0,2.0,0.5807,0.0,
P4,3.0,2.0,0.6516,0.0,
P4,4.0,1.0,0.5169,0.0,
P4,4.0,1.0,0.5699,0.0,
P4,4.0,2.0,0.5336,0.0,
P4,3.0,1.0,0.5158,0.0,
P4,4.0,2.0,0.5297,0.0,
P4,4.0,2.0,0.632,0.0,
P4,4.0,1.0,0.7163,1.0,
P4,4.0,1.0,0.7009,0.0,
P4,4.0,2.0,0.531,0.0,
P4,3.0,2.0,0.5845,0.0,
P4,4.0,2.0,0.6474,0.0,
P4,3.0,1.0,0.6329,0.0,
P4,4.0,1.0,0.7473,0.0,
P4,3.0,2.0,0.8998,1.0,
P4,3.0,2.0,0.5996,0.0,
P4,3.0,2.0,0.6157,1.0,
P4,3.0,1.0,0.5644,1.0,
P4,3.0,2.0,0.6323,1.0,
P4,3.0,2.0,0.64,0.0,
P4,4.0,1.0,0.6858,0.0,
P4,3.0,1.0,0.7705,1.0,
P4,3.0,1.0,0.5323,0.0,
P4,3.0,2.0,0.7151,0.0,
P4,4.0,2.0,0.6153,0.0,
P4,4.0,1.0,0.6389,0.0,
P4,4.0,1.0,0.5656,1.0,
P4,4.0,2.0,0.5528,0.0,
P4,4.0,2.0,0.5144,0.0,
P4,4.0,1.0,0.6156,0.0,
P4,3.0,2.0,0.5486,0.0,
P4,4.0,2.0,0.5029,0.0,
P4,4.0,1.0,0.5841,1.0,
P4,4.0,1.0,0.5039,0.0,
P4,4.0,1.0,0.6831,0.0,
P4,4.0,1.0,0.6357,0.0,
P4,3.0,2.0,0.4799,0.0,
P4,3.0,2.0,0.6823,0.0,
P4,3.0,2.0,0.4153,0.0,
P4,3.0,1.0,0.4711,0.0,
P4,3.0,2.0,0.5535,0.0,
P4,4.0,2.0,0.4992,0.0,
P4,4.0,1.0,0.6336,0.0,
P4,4.0,1.0,0.5814,0.0,
P4,4.0,2.0,0.6229,0.0,
P4,4.0,2.0,0.4812,0.0,
P4,3.0,2.0,0.4991,0.0,
P4,3.0,1.0,0.747,0.0,
P4,3.0,2.0,0.5653,0.0,
P4,4.0,1.0,0.5995,0.0,
P4,3.0,1.0,0.5228,0.0,
P4,4.0,1.0,0.6664,0.0,
P4,3.0,2.0,,0.0,
P4,4.0,1.0,0.5295,0.0,
P4,4.0,2.0,0.5505,0.0,
P4,4.0,1.0,0.6812,0.0,
P4,3.0,1.0,0.5228,0.0,
P4,4.0,1.0,0.6327,0.0,
P4,4.0,2.0,0.4314,0.0,
P4,3.0,1.0,0.7181,0.0,
P4,4.0,1.0,0.5826,0.0,
P4,3.0,1.0,0.5722,0.0,
P4,4.0,2.0,0.6504,0.0,
P4,3.0,1.0,0.5403,0.0,
P4,4.0,2.0,0.5493,0.0,
P4,4.0,2.0,0.5336,0.0,
P4,3.0,1.0,0.5218,0.0,
P4,4.0,2.0,0.6714,1.0,
P4,3.0,1.0,0.6643,0.0,
P4,4.0,2.0,0.4538,0.0,
P4,3.0,1.0,0.6552,0.0,
P4,3.0,2.0,0.53,1.0,
P4,3.0,1.0,0.4277,0.0,
P4,4.0,1.0,0.5159,0.0,
P4,3.0,2.0,0.6986,0.0,
P4,3.0,2.0,0.5144,0.0,
P4,3.0,2.0,0.579,0.0,
P4,4.0,2.0,0.5514,0.0,
P4,4.0,2.0,0.7496,1.0,
P4,3.0,2.0,0.7138,0.0,
P4,4.0,1.0,0.5505,0.0,
P4,3.0,1.0,0.5374,0.0,
P4,4.0,1.0,0.6198,0.0,
P4,3.0,1.0,0.5997,0.0,
P4,3.0,1.0,0.5652,1.0,
P4,4.0,2.0,0.4489,1.0,
P4,3.0,1.0,0.6638,0.0,
P4,4.0,1.0,0.6,0.0,
P4,3.0,2.0,0.5848,0.0,
P4,3.0,2.0,0.534,0.0,
P4,4.0,1.0,0.5897,0.0,
P4,3.0,2.0,0.5649,0.0,
P4,3.0,2.0,0.5301,0.0,
P4,4.0,1.0,0.6301,0.0,
P4,4.0,2.0,0.6037,0.0,
P4,3.0,1.0,0.5677,0.0,
P4,4.0,1.0,0.4666,0.0,
P4,3.0,2.0,0.7216,0.0,
P4,4.0,2.0,0.665,0.0,
P4,3.0,1.0,0.7165,0.0,
P4,3.0,1.0,0.4825,0.0,
P4,3.0,1.0,0.5176,0.0,
P4,3.0,2.0,0.6787,0.0,
P4,4.0,2.0,0.6486,0.0,
P4,3.0,2.0,0.5812,0.0,
P4,3.0,1.0,0.5654,1.0,
P4,4.0,1.0,0.4818,0.0,
P4,4.0,1.0,0.432,0.0,
P4,4.0,2.0,0.5144,0.0,
P4,4.0,1.0,0.6493,0.0,
P4,3.0,1.0,0.4193,0.0,
P4,4.0,1.0,0.5387,0.0,
P4,3.0,1.0,0.4817,0.0,
P4,3.0,1.0,0.6889,0.0,
P4,4.0,2.0,0.6493,0.0,
P4,3.0,1.0,0.7847,0.0,
P4,4.0,1.0,0.7327,0.0,
P4,4.0,1.0,0.4735,0.0,
P4,4.0,2.0,0.5326,0.0,
P4,4.0,2.0,0.6663,0.0,
P4,3.0,2.0,0.8152,1.0,
P4,4.0,2.0,0.6136,1.0,
P4,4.0,1.0,0.5211,0.0,
P4,3.0,1.0,0.6159,0.0,
P4,4.0,2.0,0.7823,0.0,
P4,3.0,2.0,0.6169,0.0,
P4,4.0,2.0,0.4905,0.0,
P4,4.0,2.0,0.7304,0.0,
P4,4.0,2.0,0.4719,0.0,
P4,3.0,2.0,0.7811,0.0,
P4,3.0,1.0,0.5527,0.0,
P4,4.0,1.0,0.4648,0.0,
P4,3.0,2.0,0.5396,0.0,
P4,3.0,1.0,0.5714,0.0,
P4,3.0,2.0,0.4988,1.0,
P4,3.0,1.0,0.5964,0.0,
P4,4.0,2.0,0.5472,0.0,
P4,3.0,1.0,0.6027,0.0,
P4,4.0,1.0,0.5823,0.0,
P4,3.0,2.0,0.6156,0.0,
P4,3.0,1.0,0.7344,1.0,
P4,3.0,2.0,0.6163,0.0,
P4,3.0,1.0,0.5822,1.0,
P4,3.0,2.0,0.6346,0.0,
P4,3.0,1.0,0.6319,0.0,
P4,4.0,1.0,0.5792,0.0,
P4,4.0,1.0,1.0834,0.0,
P4,4.0,2.0,0.7012,0.0,
P4,4.0,2.0,0.7405,0.0,
P4,3.0,2.0,0.6219,0.0,
P4,4.0,2.0,0.5865,0.0,
P4,3.0,2.0,0.5816,0.0,
P4,4.0,1.0,0.5483,0.0,
P4,4.0,1.0,0.5694,0.0,
P4,4.0,2.0,0.5149,0.0,
P4,3.0,1.0,0.483,0.0,
P4,4.0,1.0,0.5647,0.0,
P4,3.0,2.0,0.5509,0.0,
P4,4.0,1.0,0.6574,0.0,
P4,3.0,1.0,0.5654,0.0,
P4,3.0,1.0,0.522,0.0,
P4,3.0,2.0,0.5203,0.0,
P4,3.0,2.0,0.5804,0.0,
P4,3.0,1.0,0.5886,0.0,
P4,3.0,1.0,0.616,0.0,
P4,4.0,2.0,0.6329,0.0,
P4,4.0,2.0,0.5983,1.0,
P4,4.0,1.0,0.6189,0.0,
P4,4.0,2.0,0.4964,0.0,
P4,3.0,2.0,0.6641,0.0,
P4,4.0,1.0,0.5655,0.0,
P4,3.0,1.0,0.7393,1.0,
P4,3.0,2.0,0.7206,0.0,
P4,4.0,1.0,0.4901,0.0,
P4,4.0,1.0,0.5342,0.0,
P4,3.0,2.0,0.548,0.0,
P4,4.0,2.0,0.5137,0.0,
P4,3.0,1.0,0.615,0.0,
P4,3.0,1.0,0.5657,0.0,
P4,4.0,1.0,0.5215,0.0,
P4,4.0,2.0,0.4329,0.0,
P4,3.0,1.0,0.5824,0.0,
P4,4.0,1.0,0.6157,0.0,
P4,4.0,1.0,0.5122,0.0,
P4,4.0,1.0,0.6677,0.0,
P4,4.0,1.0,0.4658,0.0,
P4,3.0,2.0,0.585,0.0,
P4,3.0,2.0,0.5743,1.0,
P4,3.0,2.0,0.5299,0.0,
P4,3.0,2.0,0.7319,1.0,
P4,3.0,2.0,0.4995,0.0,
P4,3.0,1.0,0.4732,0.0,
P4,4.0,2.0,0.5825,0.0,
P4,3.0,2.0,0.7193,0.0,
P4,4.0,2.0,0.6162,0.0,
P4,3.0,1.0,0.4825,0.0,
P4,4.0,1.0,0.5668,0.0,
P4,4.0,1.0,0.5497,0.0,
P4,4.0,1.0,0.3833,0.0,
P4,4.0,2.0,0.4031,0.0,
P4,4.0,2.0,0.4407,0.0,
P4,3.0,2.0,0.5335,0.0,
P4,3.0,1.0,0.5257,0.0,
P4,4.0,1.0,0.535,0.0,
P4,4.0,2.0,0.5993,1.0,
P4,4.0,1.0,0.4646,1.0,
P4,4.0,2.0,0.7656,0.0,
P4,3.0,2.0,0.5992,0.0,
P4,4.0,1.0,0.517,0.0,
P4,4.0,1.0,0.516,0.0,
P4,3.0,2.0,0.6839,1.0,
P4,4.0,2.0,0.5837,0.0,
P4,4.0,1.0,0.5662,1.0,
P4,4.0,2.0,0.6165,0.0,
P4,4.0,2.0,0.6635,0.0,
P4,4.0,2.0,0.556,0.0,
P4,3.0,1.0,0.6121,1.0,
P4,4.0,2.0,0.6808,0.0,
P4,4.0,2.0,0.5698,0.0,
P4,4.0,2.0,0.582,0.0,
P4,4.0,1.0,0.4999,0.0,
P4,3.0,1.0,0.4489,0.0,
P4,3.0,1.0,0.5687,0.0,
P4,4.0,1.0,0.4846,0.0,
P4,3.0,2.0,0.4658,1.0,
P4,4.0,2.0,0.4474,0.0,
P4,3.0,2.0,0.4414,1.0,
P4,3.0,2.0,0.5953,0.0,
P4,4.0,2.0,0.5324,0.0,
P4,3.0,2.0,0.5665,0.0,
P4,3.0,1.0,0.6474,0.0,
P4,3.0,1.0,0.6188,0.0,
P4,3.0,2.0,0.8167,0.0,
P4,4.0,2.0,0.549,0.0,
P4,3.0,2.0,0.5848,0.0,
P4,3.0,2.0,0.5815,1.0,
P4,3.0,2.0,0.6664,0.0,
P4,3.0,2.0,0.735,1.0,
P4,3.0,1.0,0.5316,0.0,
P4,3.0,1.0,0.4371,0.0,
P4,3.0,2.0,0.5831,0.0,
P4,3.0,1.0,0.5659,0.0,
P4,4.0,1.0,0.6648,1.0,
P4,4.0,2.0,0.4475,1.0,
P4,3.0,1.0,0.5066,0.0,
P4,3.0,1.0,0.4649,0.0,
P4,4.0,2.0,0.4652,0.0,
P4,4.0,2.0,0.7475,0.0,
P4,4.0,2.0,0.6329,0.0,
P4,4.0,1.0,0.389,0.0,
P4,4.0,2.0,0.4981,0.0,
P4,3.0,2.0,0.7496,0.0,
P4,3.0,1.0,0.3829,0.0,
P4,3.0,1.0,0.4656,0.0,
P4,4.0,2.0,0.4997,0.0,
P4,4.0,2.0,0.5794,0.0,
P4,3.0,1.0,0.4023,0.0,
P4,4.0,1.0,0.6343,0.0,
P4,3.0,2.0,0.4818,0.0,
P4,4.0,2.0,0.5965,0.0,
P4,3.0,1.0,0.6157,0.0,
P4,4.0,2.0,0.4989,1.0,
P4,3.0,1.0,0.4841,1.0,
P4,3.0,2.0,0.6665,0.0,
P4,3.0,2.0,0.5164,0.0,
P4,3.0,2.0,0.5535,0.0,
P4,4.0,1.0,0.634,0.0,
P4,3.0,2.0,0.5904,1.0,
P4,3.0,1.0,0.6694,0.0,
P4,3.0,2.0,0.7891,0.0,
P4,4.0,2.0,0.602,0.0,
P4,4.0,2.0,0.5485,0.0,
P4,3.0,2.0,0.5488,0.0,
P4,3.0,1.0,0.5686,0.0,
P4,3.0,1.0,0.5636,0.0,
P4,3.0,2.0,0.5356,0.0,
P4,4.0,2.0,0.5172,0.0,
P4,3.0,1.0,0.633,1.0,
P4,4.0,1.0,0.6319,0.0,
P4,4.0,2.0,0.5638,0.0,
P4,3.0,1.0,0.5321,0.0,
P4,3.0,1.0,0.5003,0.0,
P4,3.0,2.0,0.4961,0.0,
P4,4.0,2.0,0.5339,0.0,
P4,4.0,1.0,0.5661,0.0,
P4,4.0,1.0,0.5323,0.0,
P4,4.0,2.0,0.6718,1.0,
P4,4.0,1.0,0.5316,0.0,
P4,3.0,2.0,0.5331,0.0,
P4,3.0,2.0,0.6006,0.0,
P4,4.0,1.0,0.5824,0.0,
P4,4.0,1.0,0.6493,0.0,
P4,3.0,2.0,0.5298,0.0,
P4,4.0,1.0,0.5523,0.0,
P4,3.0,1.0,0.7311,1.0,
P4,4.0,1.0,0.5311,0.0,
P4,3.0,2.0,0.5871,0.0,
P4,4.0,2.0,0.6375,0.0,
P4,4.0,1.0,0.6001,0.0,
P4,3.0,1.0,0.5487,0.0,
P4,4.0,2.0,0.6004,0.0,
P4,3.0,1.0,0.6159,0.0,
P4,3.0,1.0,0.5178,0.0,
P4,3.0,2.0,0.6876,0.0,
P4,3.0,2.0,0.6996,0.0,
P4,3.0,1.0,0.5834,0.0,
P4,3.0,2.0,0.5311,0.0,
P4,4.0,2.0,0.5332,0.0,
P4,3.0,2.0,0.6194,0.0,
P4,3.0,2.0,0.5151,0.0,
