participant,syllables,lexicality,rt,acc,
P4,4.0,2.0,0.4992,0.0,
P4,4.0,1.0,0.7669,1.0,
P4,4.0,2.0,0.8158,1.0,
P4,3.0,1.0,0.4308,0.0,
P4,3.0,1.0,0.3981,0.0,
P4,4.0,1.0,0.4495,0.0,
P4,4.0,2.0,0.4833,0.0,
P4,3.0,1.0,0.4827,0.0,
P4,3.0,1.0,0.487,0.0,
P4,3.0,1.0,0.5655,0.0,
P4,4.0,1.0,0.6482,1.0,
P4,4.0,2.0,0.5659,0.0,
P4,4.0,1.0,0.532,0.0,
P4,3.0,2.0,0.5316,0.0,
P4,4.0,1.0,0.5305,0.0,
P4,4.0,2.0,0.5652,0.0,
P4,4.0,1.0,0.5837,0.0,
P4,4.0,1.0,0.59,0.0,
P4,4.0,1.0,0.531,0.0,
P4,3.0,1.0,0.7023,0.0,
P4,3.0,1.0,0.4355,0.0,
P4,3.0,1.0,0.5156,0.0,
P4,4.0,1.0,0.5836,1.0,
P4,4.0,2.0,0.6736,0.0,
P4,3.0,2.0,0.4903,0.0,
P4,3.0,2.0,0.4484,0.0,
P4,4.0,2.0,0.4812,0.0,
P4,4.0,1.0,0.7179,0.0,
P4,4.0,2.0,0.6471,0.0,
P4,3.0,1.0,0.699,0.0,
P4,3.0,1.0,0.8816,1.0,
P4,4.0,2.0,0.5889,0.0,
P4,4.0,2.0,0.5811,0.0,
P4,3.0,2.0,0.4977,0.0,
P4,3.0,2.0,0.5213,0.0,
P4,3.0,2.0,0.6122,0.0,
P4,4.0,1.0,0.6412,0.0,
P4,4.0,2.0,0.5655,0.0,
P4,3.0,1.0,0.7182,0.0,
P4,4.0,2.0,0.6673,0.0,
P4,3.0,2.0,0.6319,0.0,
P4,3.0,2.0,0.7705,0.0,
P4,3.0,1.0,0.706,0.0,
P4,4.0,1.0,0.6631,0.0,
P4,3.0,2.0,0.6513,1.0,
P4,3.0,1.0,0.633,1.0,
P4,3.0,2.0,0.6167,0.0,
P4,3.0,1.0,0.6013,0.0,
P4,4.0,1.0,0.4952,0.0,
P4,4.0,2.0,0.5156,0.0,
P4,3.0,1.0,0.6336,1.0,
P4,3.0,2.0,0.4901,1.0,
P4,4.0,1.0,0.6153,0.0,
P4,3.0,1.0,0.433,0.0,
P4,4.0,2.0,0.5827,0.0,
P4,4.0,2.0,0.7298,0.0,
P4,3.0,2.0,0.5537,1.0,
P4,3.0,2.0,0.6489,0.0,
P4,3.0,1.0,0.5352,0.0,
P4,3.0,2.0,0.7281,1.0,
P4,3.0,1.0,0.5698,0.0,
P4,4.0,1.0,0.605,0.0,
P4,3.0,1.0,0.5322,0.0,
P4,4.0,2.0,0.5987,0.0,
P4,4.0,1.0,0.5817,0.0,
P4,3.0,2.0,0.6652,0.0,
P4,3.0,1.0,0.4327,0.0,
P4,3.0,1.0,0.4826,0.0,
P4,3.0,2.0,0.733,0.0,
P4,4.0,1.0,0.5339,0.0,
P4,3.0,2.0,0.8137,0.0,
P4,3.0,2.0,0.6148,0.0,
P4,4.0,1.0,0.5072,0.0,
P4,3.0,2.0,0.5332,0.0,
P4,3.0,1.0,0.5819,0.0,
P4,3.0,1.0,0.9302,0.0,
P4,3.0,2.0,0.5403,0.0,
P4,3.0,2.0,0.5992,1.0,
P4,3.0,2.0,0.6028,0.0,
P4,4.0,1.0,0.5891,0.0,
P4,4.0,2.0,0.5984,0.0,
P4,4.0,1.0,0.5489,0.0,
P4,4.0,2.0,0.5981,0.0,
P4,4.0,2.0,0.7659,0.0,
P4,4.0,1.0,0.6074,0.0,
P4,3.0,1.0,0.6326,0.0,
P4,4.0,1.0,0.6841,0.0,
P4,3.0,2.0,0.5985,0.0,
P4,4.0,2.0,0.5475,0.0,
P4,3.0,1.0,0.6498,0.0,
P4,3.0,2.0,0.57,0.0,
P4,4.0,1.0,0.6577,0.0,
P4,3.0,1.0,0.7671,0.0,
P4,4.0,2.0,0.8492,0.0,
P4,4.0,2.0,0.5245,1.0,
P4,3.0,2.0,0.5316,1.0,
P4,4.0,2.0,0.6048,0.0,
P4,4.0,2.0,0.5047,0.0,
P4,4.0,1.0,0.5332,0.0,
P4,3.0,2.0,0.8497,1.0,
P4,4.0,2.0,0.5974,0.0,
P4,4.0,1.0,0.5516,0.0,
P4,3.0,2.0,0.5076,0.0,
P4,4.0,2.0,0.7488,0.0,
P4,3.0,1.0,0.4734,0.0,
P4,4.0,2.0,0.7568,0.0,
P4,4.0,1.0,0.5171,0.0,
P4,3.0,2.0,0.5658,0.0,
P4,4.0,2.0,0.4967,0.0,
P4,4.0,2.0,0.5665,0.0,
P4,4.0,1.0,0.6782,0.0,
P4,4.0,2.0,0.4822,0.0,
P4,3.0,2.0,0.6155,1.0,
P4,4.0,1.0,0.4185,0.0,
P4,4.0,1.0,0.7151,1.0,
P4,3.0,1.0,0.4681,0.0,
P4,3.0,2.0,0.566,0.0,
P4,3.0,1.0,0.6249,0.0,
P4,4.0,1.0,0.582,0.0,
P4,3.0,2.0,0.5973,0.0,
P4,4.0,2.0,0.5993,0.0,
P4,3.0,2.0,0.5013,0.0,
P4,4.0,2.0,0.5027,0.0,
P4,4.0,1.0,0.5655,0.0,
P4,3.0,2.0,0.5315,0.0,
P4,3.0,2.0,0.6484,1.0,
P4,3.0,1.0,0.6312,0.0,
P4,3.0,2.0,0.5995,0.0,
P4,3.0,1.0,0.6191,0.0,
P4,4.0,2.0,0.6483,0.0,
P4,4.0,1.0,0.8323,0.0,
P4,4.0,1.0,0.8495,0.0,
P4,3.0,1.0,0.7825,0.0,
P4,4.0,2.0,0.6319,0.0,
P4,4.0,2.0,0.5391,0.0,
P4,3.0,2.0,0.5987,0.0,
P4,3.0,2.0,0.6154,0.0,
P4,4.0,2.0,0.599,0.0,
P4,3.0,2.0,0.4967,0.0,
P4,4.0,2.0,0.4822,1.0,
P4,3.0,1.0,0.4004,0.0,
P4,3.0,1.0,0.6183,0.0,
P4,4.0,2.0,0.6005,0.0,
P4,4.0,1.0,0.7492,0.0,
P4,4.0,2.0,0.5915,0.0,
P4,4.0,1.0,0.5838,0.0,
P4,4.0,2.0,0.5652,0.0,
P4,4.0,1.0,0.5013,0.0,
P4,3.0,1.0,0.6471,0.0,
P4,4.0,2.0,0.5994,0.0,
P4,3.0,2.0,0.7671,0.0,
P4,3.0,1.0,0.5532,0.0,
P4,4.0,1.0,0.5513,0.0,
P4,3.0,2.0,0.5814,1.0,
P4,4.0,2.0,0.4809,0.0,
P4,3.0,1.0,0.5498,0.0,
P4,4.0,2.0,0.7163,0.0,
P4,3.0,2.0,0.5162,0.0,
P4,4.0,1.0,0.5001,0.0,
P4,3.0,1.0,0.4744,0.0,
P4,4.0,1.0,0.4658,0.0,
P4,3.0,1.0,0.4316,0.0,
P4,4.0,1.0,0.7509,0.0,
P4,4.0,1.0,0.6006,0.0,
P4,4.0,1.0,0.6476,0.0,
P4,3.0,2.0,0.5835,1.0,
P4,4.0,2.0,0.5311,0.0,
P4,3.0,1.0,0.5826,0.0,
P4,4.0,2.0,0.5501,0.0,
P4,4.0,2.0,0.8483,1.0,
P4,4.0,2.0,1.0303,0.0,
P4,3.0,1.0,0.6542,0.0,
P4,3.0,2.0,0.5328,0.0,
P4,4.0,2.0,0.7845,0.0,
P4,3.0,2.0,0.5486,0.0,
P4,3.0,1.0,0.8196,0.0,
P4,3.0,2.0,0.5488,0.0,
P4,4.0,1.0,0.5065,0.0,
P4,4.0,2.0,0.5979,0.0,
P4,4.0,1.0,0.5644,0.0,
P4,3.0,2.0,0.6484,0.0,
P4,4.0,2.0,0.6993,1.0,
P4,4.0,2.0,0.5657,0.0,
P4,4.0,2.0,0.5989,1.0,
P4,4.0,1.0,0.5327,0.0,
P4,4.0,2.0,0.803,0.0,
P4,3.0,1.0,0.5151,0.0,
P4,3.0,1.0,0.5498,1.0,
P4,3.0,2.0,0.8232,0.0,
P4,3.0,2.0,0.7172,0.0,
P4,4.0,2.0,0.7175,0.0,
P4,3.0,2.0,0.6359,0.0,
P4,4.0,2.0,0.4748,0.0,
P4,4.0,1.0,0.6666,0.0,
P4,3.0,1.0,0.5576,0.0,
P4,3.0,2.0,0.556,0.0,
P4,3.0,1.0,0.5814,1.0,
P4,3.0,1.0,0.5163,0.0,
P4,3.0,1.0,0.7649,0.0,
P4,3.0,2.0,0.5312,0.0,
P4,4.0,2.0,0.7338,0.0,
P4,4.0,1.0,0.5322,0.0,
P4,3.0,1.0,0.6308,0.0,
P4,3.0,2.0,0.5671,1.0,
P4,4.0,1.0,0.7805,0.0,
P4,3.0,2.0,0.8161,0.0,
P4,3.0,2.0,0.7166,0.0,
P4,4.0,2.0,0.5566,0.0,
P4,4.0,2.0,0.4845,0.0,
P4,4.0,2.0,0.5485,0.0,
P4,4.0,2.0,0.4827,0.0,
P4,3.0,1.0,0.6172,0.0,
P4,4.0,1.0,0.6308,0.0,
P4,4.0,2.0,0.4494,0.0,
P4,4.0,1.0,0.5915,1.0,
P4,4.0,2.0,0.5316,0.0,
P4,3.0,1.0,0.567,0.0,
P4,3.0,2.0,0.6825,0.0,
P4,3.0,1.0,0.6248,0.0,
P4,4.0,2.0,0.5759,0.0,
P4,3.0,1.0,0.5986,0.0,
P4,4.0,1.0,0.7491,0.0,
P4,4.0,1.0,1.0245,0.0,
P4,3.0,1.0,0.5872,0.0,
P4,3.0,2.0,0.7997,0.0,
P4,3.0,1.0,0.7503,0.0,
P4,3.0,2.0,0.65,0.0,
P4,3.0,2.0,0.5487,0.0,
P4,4.0,2.0,0.5687,1.0,
P4,4.0,1.0,0.7684,0.0,
P4,4.0,1.0,0.9503,0.0,
P4,3.0,2.0,0.6817,0.0,
P4,4.0,2.0,0.9488,0.0,
P4,4.0,1.0,0.5693,0.0,
P4,3.0,2.0,0.7659,0.0,
P4,4.0,1.0,0.5686,0.0,
P4,4.0,2.0,0.6498,0.0,
P4,4.0,2.0,0.5675,0.0,
P4,3.0,2.0,0.5322,0.0,
P4,3.0,1.0,0.549,0.0,
P4,3.0,1.0,0.5814,1.0,
P4,4.0,1.0,0.5328,0.0,
P4,4.0,1.0,0.5166,0.0,
P4,4.0,2.0,0.7158,0.0,
P4,4.0,1.0,0.5717,0.0,
P4,3.0,2.0,0.6017,0.0,
P4,3.0,2.0,0.7411,0.0,
P4,4.0,1.0,0.5882,0.0,
P4,3.0,2.0,0.5678,0.0,
P4,4.0,1.0,0.5917,0.0,
P4,3.0,1.0,0.5993,0.0,
P4,3.0,1.0,0.5644,0.0,
P4,3.0,2.0,1.4018,0.0,
P4,4.0,2.0,0.7492,0.0,
P4,3.0,1.0,0.6241,0.0,
P4,3.0,1.0,0.5573,1.0,
P4,4.0,1.0,0.5324,0.0,
P4,4.0,1.0,0.5657,0.0,
P4,3.0,1.0,0.6242,0.0,
P4,3.0,1.0,0.4846,0.0,
P4,3.0,2.0,0.7156,1.0,
P4,3.0,1.0,0.5162,0.0,
P4,4.0,2.0,0.6155,0.0,
P4,3.0,1.0,0.7901,0.0,
P4,4.0,2.0,0.6159,0.0,
P4,3.0,1.0,0.532,0.0,
P4,3.0,1.0,0.8997,0.0,
P4,3.0,2.0,0.5836,0.0,
P4,4.0,2.0,0.6337,0.0,
P4,4.0,1.0,0.6255,0.0,
P4,4.0,2.0,0.7669,0.0,
P4,3.0,2.0,0.6327,0.0,
P4,4.0,1.0,0.3834,0.0,
P4,3.0,1.0,0.5986,0.0,
P4,4.0,1.0,0.499,0.0,
P4,4.0,1.0,0.4194,0.0,
P4,4.0,2.0,0.5067,0.0,
P4,4.0,1.0,0.4999,0.0,
P4,4.0,1.0,0.5903,0.0,
P4,4.0,1.0,0.6478,0.0,
P4,3.0,1.0,0.5224,0.0,
P4,4.0,1.0,0.6641,0.0,
P4,3.0,1.0,0.6166,0.0,
P4,3.0,2.0,0.4811,0.0,
P4,4.0,1.0,0.567,0.0,
P4,4.0,2.0,0.5812,0.0,
P4,3.0,1.0,0.5142,0.0,
P4,3.0,1.0,0.5339,0.0,
P4,3.0,2.0,0.6905,0.0,
P4,3.0,1.0,0.851,1.0,
P4,3.0,2.0,0.5685,1.0,
P4,3.0,1.0,0.6991,0.0,
P4,4.0,2.0,0.8165,1.0,
P4,3.0,1.0,0.5161,0.0,
P4,4.0,2.0,0.533,0.0,
P4,4.0,1.0,0.5829,0.0,
P4,3.0,2.0,0.5492,1.0,
P4,3.0,1.0,0.6159,0.0,
P4,3.0,1.0,0.6331,0.0,
P4,3.0,2.0,0.688,0.0,
P4,3.0,2.0,0.8042,0.0,
P4,4.0,2.0,0.5641,0.0,
P4,4.0,1.0,0.8673,0.0,
P4,3.0,2.0,0.8994,0.0,
P4,3.0,2.0,0.8032,0.0,
P4,4.0,1.0,0.6313,0.0,
P4,3.0,1.0,0.5709,0.0,
P4,3.0,1.0,0.5319,0.0,
P4,4.0,2.0,0.6728,0.0,
P4,4.0,1.0,0.6323,1.0,
P4,4.0,1.0,0.515,0.0,
P4,3.0,2.0,0.5336,0.0,
P4,4.0,1.0,0.5999,0.0,
P4,3.0,2.0,0.6505,1.0,
P4,3.0,2.0,0.8706,0.0,
P4,4.0,1.0,0.5313,0.0,
P4,4.0,2.0,0.551,0.0,
P4,4.0,2.0,0.5487,0.0,
P4,4.0,2.0,0.5515,0.0,
P4,3.0,1.0,0.566,0.0,
P4,4.0,1.0,0.5712,0.0,
P4,4.0,1.0,0.667,1.0,
P4,4.0,2.0,0.4984,0.0,
P4,3.0,2.0,0.5823,0.0,
P4,3.0,1.0,0.5321,0.0,
P4,4.0,1.0,0.5975,1.0,
P4,4.0,1.0,0.5656,0.0,
P4,4.0,1.0,0.4141,0.0,
P4,3.0,1.0,0.4156,0.0,
P4,4.0,2.0,0.758,0.0,
P4,3.0,1.0,0.5492,0.0,
P4,3.0,2.0,0.5346,1.0,
P4,4.0,2.0,0.4422,0.0,
P4,3.0,1.0,0.4845,0.0,
P4,3.0,1.0,0.4503,0.0,
P4,3.0,2.0,0.6747,0.0,
P4,4.0,1.0,0.7498,1.0,
P4,4.0,2.0,0.6348,0.0,
P4,3.0,1.0,0.5511,0.0,
P4,4.0,1.0,1.1153,0.0,
P4,4.0,1.0,0.5336,0.0,
P4,4.0,1.0,0.5992,0.0,
P4,4.0,1.0,0.6164,0.0,
P4,3.0,1.0,0.4988,0.0,
P4,3.0,1.0,0.5007,0.0,
P4,3.0,2.0,0.5486,0.0,
P4,4.0,2.0,0.5496,0.0,
P4,4.0,2.0,0.5501,0.0,
P4,3.0,1.0,0.6008,1.0,
P4,4.0,1.0,0.566,0.0,
P5,4.0,1.0,0.7455,1.0,
P5,3.0,2.0,0.6326,1.0,
P5,3.0,1.0,0.6955,1.0,
P5,3.0,2.0,0.5165,1.0,
P5,3.0,1.0,0.6694,1.0,
P5,4.0,2.0,0.5002,1.0,
P5,4.0,2.0,0.5809,1.0,
P5,4.0,2.0,0.5822,1.0,
P5,4.0,1.0,0.7261,1.0,
P5,3.0,1.0,0.4688,0.0,
P5,4.0,1.0,0.7835,1.0,
P5,3.0,1.0,0.5334,1.0,
P5,4.0,1.0,0.7834,0.0,
P5,4.0,2.0,0.5353,1.0,
P5,4.0,1.0,0.7328,1.0,
P5,3.0,1.0,0.7166,1.0,
P5,4.0,1.0,0.5832,1.0,
P5,3.0,2.0,0.5501,1.0,
P5,3.0,2.0,0.5684,1.0,
P5,3.0,1.0,0.7012,1.0,
P5,4.0,2.0,0.6497,1.0,
P5,4.0,2.0,0.6472,1.0,
P5,4.0,2.0,0.6174,1.0,
P5,4.0,2.0,0.5171,1.0,
P5,4.0,1.0,0.6174,0.0,
P5,3.0,1.0,0.4803,0.0,
P5,4.0,2.0,0.4506,1.0,
P5,3.0,1.0,0.5414,1.0,
P5,3.0,1.0,0.6169,1.0,
P5,3.0,1.0,0.6285,1.0,
P5,4.0,1.0,0.7653,0.0,
P5,4.0,1.0,0.5912,1.0,
P5,3.0,2.0,0.6354,1.0,
P5,3.0,1.0,0.6164,1.0,
P5,4.0,1.0,0.56,1.0,
P5,3.0,2.0,0.6158,0.0,
P5,4.0,1.0,0.6325,1.0,
P5,4.0,2.0,0.6854,1.0,
P5,4.0,2.0,0.7007,1.0,
P5,4.0,1.0,0.4825,1.0,
P5,3.0,2.0,0.677,1.0,
P5,3.0,2.0,0.5815,1.0,
P5,3.0,2.0,0.5667,1.0,
P5,4.0,2.0,0.5463,1.0,
P5,3.0,2.0,0.5988,1.0,
P5,3.0,1.0,0.6668,1.0,
P5,4.0,2.0,0.4819,1.0,
P5,4.0,1.0,0.584,1.0,
P5,3.0,2.0,0.4834,1.0,
P5,3.0,1.0,0.5828,1.0,
P5,4.0,2.0,0.5752,1.0,
P5,4.0,2.0,0.5453,0.0,
P5,3.0,2.0,0.5226,0.0,
P5,3.0,1.0,0.5335,1.0,
P5,3.0,2.0,0.5985,1.0,
P5,3.0,1.0,0.5772,1.0,
P5,3.0,1.0,0.5009,1.0,
P5,4.0,2.0,0.5466,1.0,
P5,4.0,1.0,0.7943,0.0,
P5,3.0,1.0,0.6988,1.0,
P5,4.0,2.0,0.4916,1.0,
P5,4.0,1.0,0.5975,1.0,
P5,4.0,1.0,0.5668,1.0,
P5,4.0,1.0,0.5452,1.0,
P5,4.0,2.0,0.5422,1.0,
P5,3.0,2.0,0.7154,1.0,
P5,3.0,1.0,0.5257,1.0,
P5,4.0,1.0,0.7177,1.0,
P5,4.0,2.0,0.4942,1.0,
P5,4.0,1.0,0.4835,0.0,
P5,3.0,2.0,0.5838,1.0,
P5,3.0,1.0,0.7835,1.0,
P5,3.0,2.0,0.7517,1.0,
P5,4.0,1.0,0.489,1.0,
P5,4.0,2.0,0.4997,1.0,
P5,3.0,1.0,0.5657,1.0,
P5,4.0,1.0,0.5444,1.0,
P5,4.0,2.0,0.5005,1.0,
P5,3.0,1.0,0.6158,0.0,
P5,3.0,1.0,0.5644,1.0,
P5,4.0,1.0,0.5158,1.0,
P5,4.0,1.0,0.499,1.0,
P5,4.0,2.0,0.5289,1.0,
P5,4.0,2.0,0.5837,1.0,
P5,3.0,1.0,0.6348,1.0,
P5,4.0,2.0,0.5856,1.0,
P5,4.0,2.0,0.5628,1.0,
P5,3.0,2.0,0.4992,1.0,
P5,4.0,2.0,0.4661,1.0,
P5,3.0,1.0,0.6291,1.0,
P5,3.0,1.0,0.6493,1.0,
P5,3.0,1.0,0.732,0.0,
P5,4.0,2.0,0.5016,1.0,
P5,4.0,2.0,0.4829,1.0,
P5,4.0,1.0,0.6323,1.0,
P5,3.0,2.0,0.5277,1.0,
P5,3.0,2.0,0.9318,1.0,
P5,4.0,1.0,0.749,1.0,
P5,3.0,1.0,0.7645,1.0,
P5,4.0,2.0,0.5499,1.0,
P5,3.0,2.0,0.6172,0.0,
P5,4.0,2.0,0.4331,1.0,
P5,3.0,2.0,0.6833,0.0,
P5,3.0,2.0,0.4847,1.0,
P5,3.0,2.0,0.583,1.0,
P5,4.0,1.0,0.5318,0.0,
P5,3.0,2.0,0.6002,1.0,
P5,4.0,1.0,0.5589,1.0,
P5,3.0,1.0,0.7013,0.0,
P5,3.0,2.0,0.5832,1.0,
P5,3.0,2.0,0.5824,0.0,
P5,3.0,1.0,0.6189,1.0,
P5,3.0,2.0,0.5664,1.0,
P5,3.0,2.0,0.549,1.0,
P5,4.0,2.0,0.5766,1.0,
P5,3.0,1.0,0.593,1.0,
P5,3.0,2.0,0.7011,1.0,
P5,3.0,1.0,0.5658,0.0,
P5,3.0,1.0,0.7818,1.0,
P5,3.0,1.0,0.667,1.0,
P5,4.0,2.0,0.499,1.0,
P5,4.0,1.0,0.5655,1.0,
P5,4.0,2.0,0.6427,1.0,
P5,4.0,2.0,0.4669,1.0,
P5,3.0,1.0,0.5832,1.0,
P5,3.0,2.0,0.4977,1.0,
P5,3.0,1.0,0.6993,1.0,
P5,3.0,1.0,0.4669,0.0,
P5,4.0,2.0,0.5683,1.0,
P5,3.0,2.0,0.6804,1.0,
P5,3.0,1.0,0.5662,1.0,
P5,3.0,2.0,0.4175,1.0,
P5,3.0,2.0,0.5087,1.0,
P5,4.0,2.0,0.5175,1.0,
P5,3.0,2.0,0.432,1.0,
P5,4.0,2.0,0.4662,1.0,
P5,3.0,1.0,0.5602,1.0,
P5,4.0,2.0,0.4658,1.0,
P5,4.0,1.0,0.5491,0.0,
P5,4.0,2.0,0.7334,1.0,
P5,4.0,2.0,0.466,1.0,
P5,4.0,2.0,0.5327,1.0,
P5,4.0,1.0,0.6116,1.0,
P5,3.0,1.0,0.5273,0.0,
P5,4.0,2.0,0.6164,1.0,
P5,3.0,1.0,0.6829,1.0,
P5,3.0,2.0,0.4656,1.0,
P5,3.0,2.0,0.5115,1.0,
P5,4.0,1.0,0.5836,1.0,
P5,3.0,2.0,0.5103,1.0,
P5,3.0,2.0,0.5677,1.0,
P5,4.0,2.0,0.4982,1.0,
P5,3.0,2.0,0.5838,1.0,
P5,4.0,2.0,0.4766,1.0,
P5,3.0,1.0,0.7342,0.0,
P5,4.0,1.0,0.6955,1.0,
P5,4.0,2.0,0.515,1.0,
P5,3.0,1.0,0.4984,0.0,
P5,4.0,2.0,0.5357,1.0,
P5,3.0,1.0,0.4968,1.0,
P5,4.0,2.0,0.4505,1.0,
P5,4.0,1.0,0.7175,1.0,
P5,4.0,1.0,0.4997,1.0,
P5,4.0,1.0,0.5544,1.0,
P5,3.0,2.0,0.5166,1.0,
P5,4.0,1.0,0.731,1.0,
P5,4.0,2.0,0.5169,1.0,
P5,3.0,1.0,0.5594,1.0,
P5,3.0,2.0,0.5494,1.0,
P5,4.0,1.0,0.6147,1.0,
P5,4.0,1.0,0.5511,1.0,
P5,4.0,2.0,0.484,1.0,
P5,4.0,2.0,0.518,1.0,
P5,4.0,1.0,0.465,1.0,
P5,3.0,1.0,0.517,1.0,
P5,3.0,1.0,0.7334,0.0,
P5,4.0,1.0,0.7337,1.0,
P5,3.0,1.0,0.5208,1.0,
P5,3.0,2.0,0.6166,1.0,
P5,4.0,1.0,0.696,1.0,
P5,3.0,1.0,0.5492,1.0,
P5,3.0,2.0,1.091,0.0,
P5,4.0,2.0,0.6111,1.0,
P5,3.0,2.0,0.8322,0.0,
P5,3.0,2.0,0.6496,1.0,
P5,3.0,2.0,0.6782,1.0,
P5,3.0,1.0,0.7163,1.0,
P5,3.0,2.0,0.509,1.0,
P5,3.0,2.0,1.233,1.0,
P5,4.0,1.0,0.6337,1.0,
P5,4.0,2.0,0.59,1.0,
P5,3.0,1.0,0.7778,0.0,
P5,3.0,2.0,0.549,0.0,
P5,3.0,1.0,0.5492,1.0,
P5,4.0,2.0,0.7171,1.0,
P5,3.0,1.0,0.6501,1.0,
P5,4.0,2.0,0.4945,1.0,
P5,4.0,1.0,1.117,1.0,
P5,4.0,2.0,0.4964,1.0,
P5,4.0,2.0,0.6521,1.0,
P5,3.0,2.0,0.7675,1.0,
P5,4.0,2.0,0.475,1.0,
P5,3.0,2.0,0.4755,1.0,
P5,3.0,1.0,0.6448,1.0,
P5,4.0,2.0,,0.0,
P5,3.0,1.0,,0.0,
P5,4.0,1.0,0.6829,1.0,
P5,3.0,2.0,0.8657,1.0,
P5,3.0,2.0,0.6607,1.0,
P5,3.0,1.0,0.7299,1.0,
P5,3.0,1.0,0.778,1.0,
P5,4.0,2.0,0.6492,1.0,
P5,4.0,2.0,0.6648,1.0,
P5,4.0,2.0,0.7832,0.0,
P5,4.0,2.0,0.9293,1.0,
P5,4.0,2.0,,0.0,
P5,4.0,1.0,1.2326,1.0,
P5,4.0,1.0,0.4483,0.0,
P5,3.0,2.0,0.5146,0.0,
P5,4.0,2.0,0.5595,1.0,
P5,3.0,2.0,0.6146,0.0,
P5,4.0,1.0,0.5322,1.0,
P5,3.0,1.0,0.55,1.0,
P5,4.0,1.0,0.4663,1.0,
P5,3.0,1.0,0.6671,1.0,
P5,3.0,2.0,0.533,1.0,
P5,4.0,2.0,0.7835,0.0,
P5,4.0,2.0,0.5501,1.0,
P5,4.0,2.0,0.5336,1.0,
P5,3.0,2.0,,0.0,
P5,4.0,1.0,0.7026,1.0,
