participant,syllables,lexicality,rt,acc,
P5,4.0,1.0,0.7297,1.0,
P5,3.0,2.0,0.5244,1.0,
P5,4.0,1.0,0.6319,1.0,
P5,3.0,1.0,0.9319,0.0,
P5,4.0,2.0,0.8163,1.0,
P5,3.0,2.0,0.8628,0.0,
P5,3.0,1.0,0.5158,1.0,
P5,4.0,1.0,0.4993,1.0,
P5,3.0,2.0,0.6504,0.0,
P5,3.0,1.0,0.4821,1.0,
P5,4.0,1.0,0.5648,1.0,
P5,3.0,2.0,0.5987,1.0,
P5,3.0,1.0,0.6179,1.0,
P5,3.0,1.0,0.565,1.0,
P5,4.0,2.0,0.5144,1.0,
P5,3.0,1.0,0.6145,1.0,
P5,4.0,2.0,0.482,1.0,
P5,4.0,1.0,0.6485,1.0,
P5,4.0,2.0,0.6665,1.0,
P5,4.0,1.0,0.7428,1.0,
P5,4.0,1.0,0.6832,1.0,
P5,4.0,2.0,0.6,1.0,
P5,3.0,2.0,0.6999,1.0,
P5,3.0,1.0,0.8441,1.0,
P5,4.0,1.0,0.8659,1.0,
P5,4.0,2.0,0.6818,1.0,
P5,3.0,1.0,0.6661,1.0,
P5,4.0,1.0,0.8178,1.0,
P5,4.0,2.0,0.5497,1.0,
P5,3.0,1.0,0.6508,1.0,
P5,3.0,2.0,0.6099,1.0,
P5,4.0,2.0,0.6487,1.0,
P5,4.0,2.0,0.719,1.0,
P5,4.0,1.0,0.6926,1.0,
P5,3.0,2.0,0.6652,1.0,
P5,4.0,2.0,0.7606,1.0,
P5,3.0,2.0,0.5934,1.0,
P5,3.0,1.0,0.7175,0.0,
P5,4.0,1.0,0.6009,1.0,
P5,4.0,1.0,0.7994,1.0,
P5,4.0,1.0,0.7281,1.0,
P5,4.0,1.0,0.6177,1.0,
P5,3.0,1.0,0.6244,1.0,
P5,3.0,1.0,0.5653,1.0,
P5,4.0,1.0,0.5356,1.0,
P5,4.0,1.0,0.4991,1.0,
P5,3.0,1.0,0.4489,1.0,
P5,4.0,2.0,0.5178,1.0,
P5,3.0,1.0,0.4465,1.0,
P5,4.0,2.0,0.5319,1.0,
P5,3.0,2.0,0.6352,1.0,
P5,3.0,2.0,0.5349,1.0,
P5,4.0,2.0,0.482,1.0,
P5,4.0,1.0,1.0989,1.0,
P5,4.0,1.0,0.5586,1.0,
P5,3.0,1.0,0.7818,1.0,
P5,4.0,1.0,0.6017,1.0,
P5,3.0,2.0,0.4501,1.0,
P5,3.0,2.0,0.5428,1.0,
P5,4.0,2.0,0.5187,1.0,
P5,4.0,1.0,0.6318,1.0,
P5,3.0,2.0,0.6594,1.0,
P5,3.0,2.0,0.5835,1.0,
P5,3.0,2.0,0.484,1.0,
P5,4.0,2.0,0.5661,1.0,
P5,4.0,2.0,0.5326,1.0,
P5,3.0,1.0,0.784,1.0,
P5,3.0,1.0,0.6502,1.0,
P5,4.0,2.0,0.4511,1.0,
P5,4.0,1.0,0.5136,0.0,
P5,3.0,1.0,0.5497,1.0,
P5,3.0,1.0,0.4846,1.0,
P5,3.0,1.0,0.4851,1.0,
P5,3.0,1.0,0.4497,1.0,
P5,4.0,2.0,0.5158,0.0,
P5,3.0,1.0,0.5107,1.0,
P5,3.0,2.0,0.5503,1.0,
P5,3.0,1.0,0.5098,1.0,
P5,3.0,1.0,0.4978,1.0,
P5,3.0,2.0,0.4996,1.0,
P5,3.0,2.0,0.5342,1.0,
P5,4.0,2.0,0.4674,1.0,
P5,4.0,1.0,0.5654,1.0,
P5,3.0,1.0,0.6161,1.0,
P5,3.0,1.0,0.75,1.0,
P5,3.0,1.0,0.6488,1.0,
P5,4.0,2.0,0.5,1.0,
P5,3.0,1.0,0.8091,0.0,
P5,3.0,2.0,0.533,1.0,
P5,3.0,1.0,0.6102,0.0,
P5,4.0,2.0,0.5826,1.0,
P5,3.0,2.0,0.5504,1.0,
P5,4.0,1.0,0.5329,1.0,
P5,3.0,2.0,0.6116,1.0,
P5,4.0,2.0,0.593,1.0,
P5,3.0,2.0,0.55,1.0,
P5,3.0,1.0,0.6488,1.0,
P5,4.0,1.0,0.6683,1.0,
P5,4.0,1.0,0.6797,1.0,
P5,3.0,2.0,0.5183,1.0,
P5,4.0,2.0,0.5151,1.0,
P5,3.0,2.0,0.5481,1.0,
P5,3.0,2.0,0.5603,1.0,
P5,4.0,1.0,0.5668,1.0,
P5,3.0,2.0,0.5316,1.0,
P5,4.0,2.0,0.5113,1.0,
P5,3.0,1.0,0.6669,1.0,
P5,3.0,1.0,0.5,1.0,
P5,4.0,1.0,0.6372,1.0,
P5,3.0,2.0,0.5146,1.0,
P5,4.0,1.0,0.5173,0.0,
P5,3.0,2.0,0.4827,1.0,
P5,4.0,2.0,0.5351,1.0,
P5,4.0,1.0,0.5818,1.0,
P5,4.0,1.0,0.5599,1.0,
P5,4.0,1.0,0.4484,1.0,
P5,4.0,1.0,0.5145,1.0,
P5,3.0,2.0,0.534,1.0,
P5,3.0,2.0,0.6735,0.0,
P5,3.0,1.0,0.4992,1.0,
P5,4.0,1.0,0.5335,0.0,
P5,3.0,1.0,0.5029,1.0,
P5,3.0,2.0,0.6683,1.0,
P5,4.0,1.0,0.6493,1.0,
P5,4.0,2.0,0.4849,1.0,
P5,4.0,1.0,0.6006,1.0,
P5,3.0,1.0,0.4666,1.0,
P5,3.0,1.0,0.5651,1.0,
P5,3.0,1.0,0.4655,1.0,
P5,3.0,1.0,0.4999,1.0,
P5,3.0,1.0,0.5168,1.0,
P5,3.0,2.0,0.534,1.0,
P5,3.0,2.0,0.8328,1.0,
P5,3.0,2.0,0.5333,1.0,
P5,4.0,2.0,0.55,1.0,
P5,4.0,2.0,0.4671,1.0,
P5,4.0,2.0,0.5158,1.0,
P5,4.0,1.0,0.6155,1.0,
P5,4.0,1.0,0.6995,0.0,
P5,4.0,1.0,0.4655,1.0,
P5,4.0,1.0,0.5434,1.0,
P5,4.0,2.0,0.4825,1.0,
P5,3.0,2.0,0.6826,1.0,
P5,3.0,1.0,0.5656,1.0,
P5,3.0,2.0,0.4836,1.0,
P5,4.0,2.0,0.6986,0.0,
P5,4.0,1.0,0.5983,1.0,
P5,4.0,2.0,0.5496,1.0,
P5,3.0,1.0,0.5768,1.0,
P5,3.0,1.0,0.5836,1.0,
P5,4.0,2.0,0.5498,1.0,
P5,4.0,1.0,0.734,1.0,
P5,3.0,2.0,0.484,1.0,
P5,3.0,1.0,0.6848,0.0,
P5,3.0,2.0,0.5999,1.0,
P5,4.0,1.0,0.4822,1.0,
P5,4.0,2.0,0.7167,1.0,
P5,4.0,1.0,0.5593,1.0,
P5,4.0,1.0,0.7527,1.0,
P5,3.0,2.0,0.5003,1.0,
P5,4.0,2.0,0.7651,1.0,
P5,3.0,2.0,0.4843,1.0,
P5,4.0,1.0,0.8007,1.0,
P5,3.0,2.0,0.5765,1.0,
P5,3.0,1.0,0.8841,1.0,
P5,4.0,2.0,0.4993,1.0,
P5,3.0,2.0,0.751,0.0,
P5,4.0,1.0,0.6337,1.0,
P5,3.0,2.0,0.4836,1.0,
P5,3.0,2.0,0.6156,1.0,
P5,4.0,1.0,0.6843,1.0,
P5,3.0,2.0,0.4984,1.0,
P5,4.0,1.0,0.5657,1.0,
P5,3.0,1.0,0.4656,1.0,
P5,4.0,1.0,0.5983,1.0,
P5,3.0,2.0,0.9242,1.0,
P5,3.0,2.0,0.7317,1.0,
P5,4.0,1.0,0.56,1.0,
P5,4.0,2.0,0.4653,1.0,
P5,3.0,1.0,0.5163,1.0,
P5,3.0,2.0,0.4918,1.0,
P5,4.0,2.0,0.5335,1.0,
P5,4.0,2.0,0.5155,1.0,
P5,3.0,1.0,0.4499,0.0,
P5,4.0,1.0,0.7836,1.0,
P5,4.0,2.0,0.54,1.0,
P5,4.0,1.0,0.6655,1.0,
P5,4.0,1.0,0.7492,0.0,
P5,4.0,1.0,0.5668,1.0,
P5,3.0,1.0,0.5998,1.0,
P5,4.0,2.0,0.5173,1.0,
P5,3.0,2.0,0.4654,1.0,
P5,3.0,2.0,0.5177,0.0,
P5,3.0,2.0,0.5502,1.0,
P5,4.0,1.0,0.4492,1.0,
P5,3.0,2.0,0.4331,1.0,
P5,3.0,1.0,0.5756,1.0,
P5,4.0,2.0,0.4986,1.0,
P5,4.0,2.0,0.6692,1.0,
P5,4.0,2.0,0.4491,1.0,
P5,3.0,1.0,0.6166,1.0,
P5,3.0,1.0,0.6005,1.0,
P5,4.0,2.0,0.4993,1.0,
P5,4.0,1.0,0.5511,1.0,
P5,4.0,1.0,0.5504,1.0,
P5,4.0,2.0,0.5262,1.0,
P5,4.0,1.0,0.6001,1.0,
P5,4.0,1.0,0.5808,1.0,
P5,4.0,2.0,0.5008,1.0,
P5,4.0,2.0,0.5178,1.0,
P5,4.0,1.0,0.5159,0.0,
P5,3.0,1.0,0.7161,0.0,
P5,3.0,1.0,0.8826,0.0,
P5,4.0,2.0,0.6153,0.0,
P5,4.0,1.0,0.6754,0.0,
P5,3.0,1.0,0.4997,1.0,
P5,3.0,1.0,0.485,1.0,
P5,3.0,1.0,0.4811,1.0,
P5,4.0,1.0,0.4674,1.0,
P5,4.0,2.0,0.6837,1.0,
P5,3.0,2.0,0.7492,1.0,
P5,3.0,1.0,0.5013,1.0,
P5,3.0,1.0,0.4506,1.0,
P5,4.0,2.0,0.5844,1.0,
P5,4.0,1.0,0.518,1.0,
P5,3.0,1.0,0.4983,1.0,
P5,3.0,1.0,0.4845,1.0,
P5,4.0,1.0,0.4998,1.0,
P5,4.0,1.0,0.4334,1.0,
P5,3.0,2.0,0.5095,1.0,
P5,3.0,2.0,0.5175,1.0,
P5,3.0,1.0,0.5211,1.0,
P5,4.0,2.0,0.4992,1.0,
P5,4.0,1.0,0.6149,1.0,
P5,4.0,1.0,0.5837,1.0,
P5,3.0,1.0,0.4664,1.0,
P5,4.0,2.0,0.7034,1.0,
P5,4.0,1.0,0.5829,1.0,
P5,4.0,2.0,0.7509,1.0,
P5,4.0,1.0,0.5009,1.0,
P5,4.0,1.0,0.5853,1.0,
P5,4.0,1.0,0.4653,1.0,
P5,3.0,1.0,0.4474,1.0,
P5,4.0,1.0,0.6156,1.0,
P5,3.0,2.0,0.66,1.0,
P5,4.0,1.0,0.6136,1.0,
P5,4.0,1.0,0.5087,1.0,
P5,3.0,2.0,0.6008,1.0,
P5,3.0,1.0,0.4677,1.0,
P5,3.0,2.0,0.7259,1.0,
P5,3.0,1.0,0.5345,1.0,
P5,3.0,2.0,0.5156,1.0,
P5,4.0,2.0,0.6987,1.0,
P5,3.0,1.0,0.416,1.0,
P5,3.0,2.0,0.8836,1.0,
P5,3.0,2.0,0.6678,1.0,
P5,4.0,2.0,0.5358,1.0,
P5,3.0,1.0,0.3981,1.0,
P5,4.0,1.0,0.4645,1.0,
P5,4.0,2.0,0.4776,1.0,
P5,3.0,2.0,0.5292,1.0,
P5,4.0,2.0,0.4334,1.0,
P5,4.0,2.0,0.4999,1.0,
P5,3.0,2.0,0.5167,1.0,
P5,4.0,1.0,0.4313,1.0,
P5,3.0,1.0,0.4834,1.0,
P5,4.0,2.0,0.5011,1.0,
P5,4.0,2.0,0.4809,1.0,
P5,4.0,2.0,0.4528,1.0,
P5,3.0,1.0,0.4346,1.0,
P5,3.0,1.0,0.5169,1.0,
P5,3.0,2.0,0.5665,1.0,
P5,3.0,1.0,0.5112,1.0,
P5,4.0,2.0,0.5827,1.0,
P5,3.0,2.0,0.6485,1.0,
P5,4.0,1.0,0.4982,1.0,
P5,4.0,1.0,0.6984,1.0,
P5,4.0,1.0,0.767,1.0,
P5,3.0,1.0,0.5159,1.0,
P5,4.0,2.0,0.5329,1.0,
P5,4.0,1.0,0.4994,1.0,
P5,4.0,1.0,0.576,1.0,
P5,4.0,2.0,0.5001,1.0,
P5,4.0,2.0,0.4827,1.0,
P5,3.0,2.0,0.6499,0.0,
P5,4.0,2.0,0.4657,1.0,
P5,3.0,2.0,0.5485,1.0,
P5,3.0,2.0,0.493,0.0,
P5,4.0,1.0,0.5152,1.0,
P5,3.0,2.0,0.4751,1.0,
P5,4.0,1.0,0.5654,1.0,
P5,3.0,2.0,0.4996,1.0,
P5,4.0,1.0,0.5848,1.0,
P5,3.0,1.0,0.6001,0.0,
P5,4.0,1.0,0.5495,1.0,
P5,3.0,1.0,0.4505,1.0,
P5,4.0,1.0,0.5649,1.0,
P5,4.0,2.0,0.6337,1.0,
P5,3.0,1.0,0.5493,1.0,
P5,3.0,2.0,0.567,1.0,
P5,4.0,2.0,0.529,1.0,
P5,4.0,1.0,0.6149,1.0,
P5,4.0,2.0,0.5643,1.0,
P5,3.0,2.0,0.7358,0.0,
P5,3.0,2.0,0.5835,1.0,
P5,3.0,1.0,0.7508,1.0,
P5,4.0,1.0,0.6986,1.0,
P5,3.0,1.0,0.5143,1.0,
P5,4.0,1.0,0.5281,1.0,
P5,3.0,2.0,0.5145,1.0,
P5,4.0,2.0,0.5672,1.0,
P5,3.0,1.0,0.5163,1.0,
P5,3.0,2.0,0.6179,1.0,
P5,4.0,1.0,0.8502,1.0,
P5,4.0,1.0,0.5838,1.0,
P5,4.0,1.0,0.5706,1.0,
P5,3.0,1.0,0.5172,1.0,
P5,3.0,2.0,0.4604,1.0,
P5,3.0,1.0,0.4485,1.0,
P5,4.0,1.0,0.4496,1.0,
P5,4.0,2.0,0.5163,0.0,
P5,3.0,1.0,0.4335,1.0,
P5,4.0,2.0,0.534,1.0,
P5,3.0,1.0,0.5485,1.0,
P5,4.0,2.0,0.5151,1.0,
P5,4.0,2.0,0.5331,1.0,
P5,4.0,1.0,0.8175,1.0,
P5,4.0,1.0,0.5321,1.0,
P5,3.0,2.0,0.7349,1.0,
P5,3.0,2.0,0.4983,1.0,
P5,3.0,1.0,0.5997,1.0,
P5,3.0,1.0,0.6184,1.0,
P5,4.0,2.0,0.4819,1.0,
P5,4.0,1.0,0.8447,1.0,
P5,3.0,2.0,0.4876,1.0,
P5,3.0,1.0,0.5488,1.0,
P5,4.0,2.0,0.9497,1.0,
P5,3.0,1.0,0.467,1.0,
P5,4.0,1.0,0.6668,0.0,
P5,4.0,1.0,0.4443,1.0,
P5,3.0,1.0,0.4323,1.0,
P5,4.0,1.0,0.5327,1.0,
P5,4.0,2.0,0.5178,1.0,
P5,4.0,2.0,0.6026,1.0,
P5,4.0,2.0,0.6662,0.0,
P5,3.0,2.0,0.5494,1.0,
P5,3.0,1.0,0.683,1.0,
P5,3.0,2.0,0.8475,1.0,
P5,4.0,1.0,0.6857,1.0,
P5,4.0,1.0,0.5832,0.0,
P5,4.0,1.0,0.584,1.0,
P5,4.0,2.0,0.7003,1.0,
P5,3.0,2.0,0.584,1.0,
P5,3.0,1.0,0.6003,1.0,
P5,4.0,1.0,0.6308,1.0,
P5,4.0,2.0,0.5488,1.0,
P5,4.0,1.0,0.6509,1.0,
P5,4.0,1.0,0.732,1.0,
P5,4.0,1.0,0.6833,1.0,
P5,3.0,2.0,0.5813,1.0,
P5,3.0,2.0,0.7997,1.0,
P5,4.0,1.0,0.7008,1.0,
P5,3.0,1.0,0.6343,1.0,
P5,3.0,2.0,0.5313,1.0,
P5,4.0,1.0,0.5673,1.0,
P5,3.0,1.0,0.4492,1.0,
P5,4.0,2.0,0.6843,0.0,
P5,3.0,2.0,0.6165,1.0,
P5,3.0,2.0,0.6991,1.0,
P5,3.0,2.0,0.6666,1.0,
P5,3.0,1.0,0.4422,1.0,
P5,3.0,2.0,0.5507,1.0,
P5,3.0,2.0,0.5163,1.0,
P5,3.0,1.0,0.6021,1.0,
P5,3.0,2.0,0.6176,1.0,
P5,4.0,2.0,0.6151,1.0,
P5,3.0,2.0,0.5655,1.0,
P5,4.0,2.0,0.5135,1.0,
P5,3.0,1.0,0.6463,1.0,
P5,4.0,2.0,0.8497,1.0,
P5,3.0,2.0,0.5176,1.0,
P5,3.0,1.0,0.5514,1.0,
P5,4.0,1.0,0.6147,1.0,
P5,3.0,2.0,0.6003,1.0,
P5,3.0,2.0,0.7723,1.0,
P5,4.0,1.0,0.4977,1.0,
P5,4.0,1.0,0.5157,1.0,
P5,4.0,1.0,0.5827,0.0,
P5,3.0,2.0,0.5689,1.0,
P5,3.0,2.0,0.5198,1.0,
P5,4.0,2.0,0.5319,1.0,
P5,4.0,2.0,0.4842,1.0,
P5,3.0,1.0,0.7661,1.0,
P5,4.0,1.0,0.5991,1.0,
P5,4.0,2.0,0.4655,1.0,
P5,3.0,1.0,0.5334,0.0,
P5,4.0,2.0,0.5323,1.0,
P5,4.0,2.0,0.5164,1.0,
P5,3.0,1.0,0.5334,1.0,
P5,4.0,2.0,0.6677,1.0,
P5,4.0,2.0,0.4848,1.0,
P5,4.0,2.0,0.4675,1.0,
P5,4.0,1.0,0.6851,1.0,
P5,3.0,1.0,0.5316,0.0,
P5,4.0,1.0,0.6658,1.0,
P5,3.0,2.0,0.5777,1.0,
P5,4.0,2.0,0.6658,1.0,
P5,4.0,1.0,0.5829,1.0,
P5,4.0,2.0,0.718,1.0,
P5,4.0,2.0,0.5663,1.0,
P5,3.0,1.0,0.5506,1.0,
P5,3.0,1.0,0.8001,0.0,
P5,4.0,2.0,0.5665,1.0,
P5,3.0,1.0,0.4499,1.0,
P5,4.0,1.0,0.7166,1.0,
P5,3.0,1.0,0.5827,1.0,
P5,4.0,1.0,0.5512,1.0,
P5,4.0,2.0,0.5981,1.0,
P5,3.0,1.0,0.6817,1.0,
P5,3.0,1.0,0.5496,0.0,
P5,4.0,1.0,0.6171,1.0,
P5,4.0,1.0,0.6347,0.0,
P5,4.0,1.0,0.5585,1.0,
P5,4.0,1.0,0.7976,0.0,
P5,4.0,2.0,0.5162,1.0,
P5,3.0,1.0,0.5324,1.0,
P5,3.0,1.0,0.5015,1.0,
P5,3.0,1.0,0.5165,1.0,
P5,4.0,2.0,0.5821,1.0,
P5,4.0,2.0,0.5662,1.0,
P5,4.0,2.0,0.8161,0.0,
P5,3.0,2.0,0.4926,1.0,
P5,3.0,2.0,0.4834,1.0,
P5,4.0,1.0,0.6336,1.0,
P5,3.0,1.0,0.7333,1.0,
P5,3.0,2.0,0.8831,1.0,
P5,3.0,1.0,0.4656,1.0,
P5,4.0,1.0,0.6173,0.0,
P5,3.0,2.0,0.5975,1.0,
P5,4.0,1.0,0.4989,1.0,
P5,4.0,2.0,0.5686,1.0,
P5,3.0,1.0,0.6158,0.0,
P5,3.0,2.0,0.5347,1.0,
P5,4.0,1.0,0.5152,0.0,
P5,4.0,2.0,0.5502,1.0,
P5,3.0,1.0,0.4833,1.0,
P5,4.0,1.0,0.577,1.0,
P5,4.0,1.0,0.4648,0.0,
P5,4.0,2.0,0.4838,1.0,
P5,4.0,1.0,0.4668,0.0,
P5,3.0,2.0,0.5996,1.0,
P5,4.0,1.0,0.5331,1.0,
P5,3.0,2.0,0.649,0.0,
P5,3.0,1.0,0.4509,1.0,
P5,3.0,1.0,0.532,1.0,
P5,4.0,2.0,0.516,1.0,
P5,3.0,1.0,0.6658,0.0,
P5,3.0,1.0,0.5166,1.0,
P5,3.0,2.0,0.5659,1.0,
P5,3.0,2.0,0.5663,1.0,
P5,4.0,2.0,0.4162,1.0,
P5,4.0,2.0,0.4669,1.0,
P5,3.0,1.0,0.4979,1.0,
P5,3.0,2.0,0.5001,1.0,
P5,4.0,2.0,0.534,1.0,
P5,3.0,2.0,0.5318,1.0,
P5,4.0,2.0,0.5146,1.0,
P5,3.0,1.0,0.4506,0.0,
P5,4.0,1.0,0.6166,1.0,
P5,3.0,1.0,0.5829,1.0,
P5,3.0,1.0,0.682,1.0,
P5,4.0,2.0,0.7147,1.0,
P5,3.0,2.0,0.4977,1.0,
P5,3.0,2.0,0.5823,1.0,
P5,3.0,2.0,0.567,1.0,
P5,3.0,1.0,0.5823,1.0,
P5,4.0,1.0,0.4815,1.0,
P5,4.0,2.0,0.4677,1.0,
P5,3.0,1.0,0.549,0.0,
P5,4.0,1.0,0.714,1.0,
P5,4.0,2.0,0.5649,1.0,
P5,4.0,2.0,0.648,1.0,
P5,3.0,2.0,0.7286,1.0,
P5,4.0,1.0,0.63,1.0,
P5,3.0,2.0,0.5287,1.0,
P5,3.0,2.0,0.6668,1.0,
P5,3.0,1.0,0.6058,1.0,
P5,3.0,1.0,0.6019,1.0,
P5,4.0,2.0,0.6336,1.0,
P5,4.0,2.0,0.7496,0.0,
P5,4.0,1.0,0.4841,1.0,
P5,3.0,1.0,0.5851,1.0,
P5,3.0,1.0,0.5003,1.0,
P5,3.0,1.0,0.5504,1.0,
P5,3.0,2.0,0.5139,1.0,
P5,4.0,2.0,0.4834,1.0,
P5,3.0,1.0,0.5333,1.0,
P5,4.0,2.0,0.4978,1.0,
P5,4.0,2.0,0.4489,1.0,
P5,3.0,2.0,0.4347,1.0,
P5,3.0,2.0,0.4497,1.0,
P5,4.0,1.0,0.5318,0.0,
P5,4.0,1.0,0.564,1.0,
P5,4.0,1.0,0.4512,1.0,
P5,4.0,2.0,0.5164,1.0,
P5,3.0,2.0,0.5315,1.0,
P5,4.0,1.0,0.5487,1.0,
P5,3.0,2.0,0.5166,1.0,
P5,3.0,1.0,0.5472,1.0,
P5,4.0,2.0,0.6595,0.0,
P5,3.0,1.0,0.4691,1.0,
P5,3.0,2.0,0.4362,1.0,
P5,4.0,2.0,0.6481,1.0,
P5,4.0,2.0,0.4155,1.0,
P5,4.0,1.0,0.4842,1.0,
P5,3.0,2.0,0.4639,1.0,
P5,4.0,2.0,0.7078,1.0,
P5,3.0,2.0,0.5136,1.0,
P5,3.0,2.0,0.5638,1.0,
P5,4.0,1.0,0.6175,1.0,
P5,4.0,1.0,0.5005,0.0,
P5,3.0,2.0,0.6001,1.0,
P5,3.0,1.0,0.6987,1.0,
P5,3.0,1.0,0.6339,1.0,
P5,3.0,2.0,0.6339,1.0,
P5,3.0,2.0,0.5179,1.0,
P5,4.0,1.0,0.7334,1.0,
P5,4.0,2.0,0.5761,1.0,
P5,4.0,1.0,0.7655,1.0,
P5,4.0,1.0,0.7991,1.0,
P5,3.0,2.0,0.5371,1.0,
P5,4.0,2.0,0.7186,1.0,
P5,3.0,2.0,0.6186,1.0,
P5,3.0,1.0,0.5497,1.0,
P5,3.0,1.0,0.7983,1.0,
P5,4.0,1.0,0.5344,0.0,
P5,4.0,2.0,0.6662,1.0,
P5,3.0,1.0,0.7481,0.0,
P5,3.0,2.0,0.4759,1.0,
P5,3.0,1.0,0.5653,1.0,
P5,4.0,2.0,0.5334,1.0,
P5,3.0,2.0,0.4846,1.0,
P5,3.0,2.0,0.503,1.0,
P5,4.0,1.0,0.7155,1.0,
P5,3.0,1.0,0.5473,0.0,
P5,3.0,2.0,0.6984,1.0,
P5,4.0,2.0,0.7501,0.0,
P5,3.0,1.0,0.6969,1.0,
P5,4.0,2.0,0.5093,1.0,
P5,4.0,2.0,0.5329,1.0,
P5,3.0,2.0,0.4997,1.0,
P5,3.0,2.0,0.7313,1.0,
P5,3.0,2.0,0.598,1.0,
P5,3.0,2.0,0.5152,1.0,
P5,3.0,1.0,0.5766,1.0,
P5,3.0,2.0,0.4666,1.0,
P5,4.0,2.0,0.4856,1.0,
P5,4.0,1.0,0.6322,1.0,
P5,3.0,1.0,0.6508,1.0,
P5,3.0,2.0,0.5678,1.0,
P5,4.0,1.0,0.9158,1.0,
P5,4.0,1.0,0.5824,1.0,
P5,3.0,1.0,0.6195,1.0,
P5,3.0,2.0,0.6091,1.0,
P5,4.0,1.0,0.5546,0.0,
P5,3.0,2.0,0.5322,1.0,
P5,3.0,1.0,0.5,1.0,
P5,3.0,1.0,0.5342,1.0,
P5,4.0,1.0,0.5844,1.0,
P5,3.0,2.0,0.8659,0.0,
P5,3.0,2.0,0.5334,1.0,
P5,4.0,2.0,0.4841,1.0,
P5,3.0,2.0,0.4326,1.0,
P5,3.0,1.0,0.6337,0.0,
P5,3.0,2.0,0.6812,1.0,
P5,4.0,1.0,0.535,1.0,
P5,3.0,1.0,0.4657,1.0,
P5,4.0,2.0,0.6346,1.0,
P5,3.0,2.0,0.5338,1.0,
P5,4.0,1.0,0.7835,1.0,
P5,4.0,2.0,0.4852,1.0,
